species	gene	segment	bad	good
OryctolagusCuniculus	IGK	Joining	IGKJ2-!	IGKJ2-1
OryctolagusCuniculus	IGK	Variable	IGKV1S1-1	IGKV1S1
OryctolagusCuniculus	IGK	Variable	IGKV1S!	IGKV1S1
OryctolagusCuniculus	IGK	Variable	IGKV1S10-1	IGKV1S10
OryctolagusCuniculus	IGK	Variable	IGKV1S11-1	IGKV1S11
OryctolagusCuniculus	IGK	Variable	IGKV1S1!	IGKV1S11
OryctolagusCuniculus	IGK	Variable	IGKV1S12-1	IGKV1S12
OryctolagusCuniculus	IGK	Variable	IGKV1S13-1	IGKV1S13
OryctolagusCuniculus	IGK	Variable	IGKV1S14-1	IGKV1S14
OryctolagusCuniculus	IGK	Variable	IGKV1S15-1	IGKV1S15
OryctolagusCuniculus	IGK	Variable	IGKV1S16-1	IGKV1S16
OryctolagusCuniculus	IGK	Variable	IGKV1S17-1	IGKV1S17
OryctolagusCuniculus	IGK	Variable	IGKV1S18-1	IGKV1S18
OryctolagusCuniculus	IGK	Variable	IGKV1S19-1	IGKV1S19
OryctolagusCuniculus	IGK	Variable	IGKV1S2-1	IGKV1S2
OryctolagusCuniculus	IGK	Variable	IGKV1S2-1	IGKV1S2
OryctolagusCuniculus	IGK	Variable	IGKV1S20-1	IGKV1S20
OryctolagusCuniculus	IGK	Variable	IGKV1S21-1	IGKV1S21
OryctolagusCuniculus	IGK	Variable	IGKV1S2!	IGKV1S21
OryctolagusCuniculus	IGK	Variable	IGKV1S22-1	IGKV1S22
OryctolagusCuniculus	IGK	Variable	IGKV1S23-1	IGKV1S23
OryctolagusCuniculus	IGK	Variable	IGKV1S24-1	IGKV1S24
OryctolagusCuniculus	IGK	Variable	IGKV1S25-1	IGKV1S25
OryctolagusCuniculus	IGK	Variable	IGKV1S26-1	IGKV1S26
OryctolagusCuniculus	IGK	Variable	IGKV1S27-1	IGKV1S27
OryctolagusCuniculus	IGK	Variable	IGKV1S28-1	IGKV1S28
OryctolagusCuniculus	IGK	Variable	IGKV1S29-1	IGKV1S29
OryctolagusCuniculus	IGK	Variable	IGKV1S3-1	IGKV1S3
OryctolagusCuniculus	IGK	Variable	IGKV1S3-1	IGKV1S3
OryctolagusCuniculus	IGK	Variable	IGKV1S30-1	IGKV1S30
OryctolagusCuniculus	IGK	Variable	IGKV1S31-1	IGKV1S31
OryctolagusCuniculus	IGK	Variable	IGKV1S3!	IGKV1S31
OryctolagusCuniculus	IGK	Variable	IGKV1S32-1	IGKV1S32
OryctolagusCuniculus	IGK	Variable	IGKV1S33-1	IGKV1S33
OryctolagusCuniculus	IGK	Variable	IGKV1S34-1	IGKV1S34
OryctolagusCuniculus	IGK	Variable	IGKV1S35-1	IGKV1S35
OryctolagusCuniculus	IGK	Variable	IGKV1S36-1	IGKV1S36
OryctolagusCuniculus	IGK	Variable	IGKV1S37-1	IGKV1S37
OryctolagusCuniculus	IGK	Variable	IGKV1S39-1	IGKV1S39
OryctolagusCuniculus	IGK	Variable	IGKV1S4-1	IGKV1S4
OryctolagusCuniculus	IGK	Variable	IGKV1S40-1	IGKV1S40
OryctolagusCuniculus	IGK	Variable	IGKV1S41-1	IGKV1S41
OryctolagusCuniculus	IGK	Variable	IGKV1S4!	IGKV1S41
OryctolagusCuniculus	IGK	Variable	IGKV1S42-1	IGKV1S42
OryctolagusCuniculus	IGK	Variable	IGKV1S44-1	IGKV1S44
OryctolagusCuniculus	IGK	Variable	IGKV1S45-1	IGKV1S45
OryctolagusCuniculus	IGK	Variable	IGKV1S46-1	IGKV1S46
OryctolagusCuniculus	IGK	Variable	IGKV1S47-1	IGKV1S47
OryctolagusCuniculus	IGK	Variable	IGKV1S48-1	IGKV1S48
OryctolagusCuniculus	IGK	Variable	IGKV1S49-1	IGKV1S49
OryctolagusCuniculus	IGK	Variable	IGKV1S5-1	IGKV1S5
OryctolagusCuniculus	IGK	Variable	IGKV1S50-1	IGKV1S50
OryctolagusCuniculus	IGK	Variable	IGKV1S51-1	IGKV1S51
OryctolagusCuniculus	IGK	Variable	IGKV1S5!	IGKV1S51
OryctolagusCuniculus	IGK	Variable	IGKV1S52-1	IGKV1S52
OryctolagusCuniculus	IGK	Variable	IGKV1S53-1	IGKV1S53
OryctolagusCuniculus	IGK	Variable	IGKV1S54-1	IGKV1S54
OryctolagusCuniculus	IGK	Variable	IGKV1S55-1	IGKV1S55
OryctolagusCuniculus	IGK	Variable	IGKV1S56-1	IGKV1S56
OryctolagusCuniculus	IGK	Variable	IGKV1S57-1	IGKV1S57
OryctolagusCuniculus	IGK	Variable	IGKV1S58-1	IGKV1S58
OryctolagusCuniculus	IGK	Variable	IGKV1S59-1	IGKV1S59
OryctolagusCuniculus	IGK	Variable	IGKV1S6-1	IGKV1S6
OryctolagusCuniculus	IGK	Variable	IGKV1S60-1	IGKV1S60
OryctolagusCuniculus	IGK	Variable	IGKV1S61-1	IGKV1S61
OryctolagusCuniculus	IGK	Variable	IGKV1S6!	IGKV1S61
OryctolagusCuniculus	IGK	Variable	IGKV1S62-1	IGKV1S62
OryctolagusCuniculus	IGK	Variable	IGKV1S63-1	IGKV1S63
OryctolagusCuniculus	IGK	Variable	IGKV1S64-1	IGKV1S64
OryctolagusCuniculus	IGK	Variable	IGKV1S65-1	IGKV1S65
OryctolagusCuniculus	IGK	Variable	IGKV1S66-1	IGKV1S66
OryctolagusCuniculus	IGK	Variable	IGKV1S67-1	IGKV1S67
OryctolagusCuniculus	IGK	Variable	IGKV1S68-1	IGKV1S68
OryctolagusCuniculus	IGK	Variable	IGKV1S7-1	IGKV1S7
OryctolagusCuniculus	IGK	Variable	IGKV1S8-1	IGKV1S8
OryctolagusCuniculus	IGK	Variable	IGKV1S9-1	IGKV1S9
OryctolagusCuniculus	IGL	Joining	IGLJ5-1	IGLJ5
OryctolagusCuniculus	IGL	Joining	IGLJ6-1	IGLJ6
OryctolagusCuniculus	IGL	Variable	IGLV1S2-1	IGLV1S2
OryctolagusCuniculus	IGL	Variable	IGLV1S3-1	IGLV1S3
OryctolagusCuniculus	IGL	Variable	IGLV2S1-1	IGLV2S1
OryctolagusCuniculus	IGL	Variable	IGLV2S!	IGLV2S1
OryctolagusCuniculus	IGL	Variable	IGLV2S2-1	IGLV2S2
OryctolagusCuniculus	IGL	Variable	IGLV2S4-1	IGLV2S4
OryctolagusCuniculus	IGL	Variable	IGLV3S1-1	IGLV3S1
OryctolagusCuniculus	IGL	Variable	IGLV3S!	IGLV3S1
OryctolagusCuniculus	IGL	Variable	IGLV3S2-1	IGLV3S2
OryctolagusCuniculus	IGL	Variable	IGLV3S3-1	IGLV3S3
OryctolagusCuniculus	IGL	Variable	IGLV3S6-1	IGLV3S6
OryctolagusCuniculus	IGL	Variable	IGLV3S7-1	IGLV3S7
OryctolagusCuniculus	IGL	Variable	IGLV3S9-1	IGLV3S9
OryctolagusCuniculus	IGL	Variable	IGLV4S2-1	IGLV4S2
OryctolagusCuniculus	IGL	Variable	IGLV4S3-1	IGLV4S3
OryctolagusCuniculus	IGL	Variable	IGLV4S4-1	IGLV4S4
OryctolagusCuniculus	IGL	Variable	IGLV4S5-1	IGLV4S5
OryctolagusCuniculus	IGL	Variable	IGLV4S6-1	IGLV4S6
OryctolagusCuniculus	IGL	Variable	IGLV4S7-1	IGLV4S7
OryctolagusCuniculus	IGL	Variable	IGLV5S1-1	IGLV5S1
OryctolagusCuniculus	IGL	Variable	IGLV5S!	IGLV5S1
OryctolagusCuniculus	IGL	Variable	IGLV5S10-1	IGLV5S10
OryctolagusCuniculus	IGL	Variable	IGLV5S2-1	IGLV5S2
OryctolagusCuniculus	IGL	Variable	IGLV5S3-1	IGLV5S3
OryctolagusCuniculus	IGL	Variable	IGLV5S5-1	IGLV5S5
OryctolagusCuniculus	IGL	Variable	IGLV5S6-1	IGLV5S6
OryctolagusCuniculus	IGL	Variable	IGLV5S7-1	IGLV5S7
OryctolagusCuniculus	IGL	Variable	IGLV5S9-1	IGLV5S9
OryctolagusCuniculus	IGL	Variable	IGLV6S1-1	IGLV6S1
OryctolagusCuniculus	IGL	Variable	IGLV6S!	IGLV6S1
OryctolagusCuniculus	IGL	Variable	IGLV6S3-1	IGLV6S3
OryctolagusCuniculus	IGL	Variable	IGLV6S4-1	IGLV6S4
OryctolagusCuniculus	IGL	Variable	IGLV6S5-1	IGLV6S5
OryctolagusCuniculus	IGL	Variable	IGLV6S6-1	IGLV6S6
OryctolagusCuniculus	IGL	Variable	IGLV6S7-1	IGLV6S7
RattusNorvegicus	IGH	Diversity	IGHD1-!	IGHD1-1
RattusNorvegicus	IGH	Diversity	IGHD2-!	IGHD2-1
RattusNorvegicus	IGH	Diversity	IGHD3-!	IGHD3-1
RattusNorvegicus	IGH	Diversity	IGHD4-!	IGHD4-1
RattusNorvegicus	IGH	Diversity	IGHD5-!	IGHD5-1
RattusNorvegicus	IGH	Joining	IGHJ1-1	IGHJ1
RattusNorvegicus	IGH	Joining	IGHJ!	IGHJ1
RattusNorvegicus	IGH	Joining	IGHJ2-1	IGHJ2
RattusNorvegicus	IGH	Joining	IGHJ3-1	IGHJ3
RattusNorvegicus	IGH	Joining	IGHJ4-1	IGHJ4
RattusNorvegicus	IGH	Variable	IGHV10S10-1	IGHV10S10
RattusNorvegicus	IGH	Variable	IGHV10S12-1	IGHV10S12
RattusNorvegicus	IGH	Variable	IGHV10S13-1	IGHV10S13
RattusNorvegicus	IGH	Variable	IGHV10S14-1	IGHV10S14
RattusNorvegicus	IGH	Variable	IGHV10S15-1	IGHV10S15
RattusNorvegicus	IGH	Variable	IGHV10S16-1	IGHV10S16
RattusNorvegicus	IGH	Variable	IGHV10S17-1	IGHV10S17
RattusNorvegicus	IGH	Variable	IGHV10S19-1	IGHV10S19
RattusNorvegicus	IGH	Variable	IGHV10S2-1	IGHV10S2
RattusNorvegicus	IGH	Variable	IGHV10S3-1	IGHV10S3
RattusNorvegicus	IGH	Variable	IGHV10S4-1	IGHV10S4
RattusNorvegicus	IGH	Variable	IGHV10S5-1	IGHV10S5
RattusNorvegicus	IGH	Variable	IGHV10S6-1	IGHV10S6
RattusNorvegicus	IGH	Variable	IGHV10S7-1	IGHV10S7
RattusNorvegicus	IGH	Variable	IGHV10S8-1	IGHV10S8
RattusNorvegicus	IGH	Variable	IGHV10S9-1	IGHV10S9
RattusNorvegicus	IGH	Variable	IGHV11S1-1	IGHV11S1
RattusNorvegicus	IGH	Variable	IGHV11S!	IGHV11S1
RattusNorvegicus	IGH	Variable	IGHV11S10-1	IGHV11S10
RattusNorvegicus	IGH	Variable	IGHV11S12-1	IGHV11S12
RattusNorvegicus	IGH	Variable	IGHV11S2-1	IGHV11S2
RattusNorvegicus	IGH	Variable	IGHV11S3-1	IGHV11S3
RattusNorvegicus	IGH	Variable	IGHV11S5-1	IGHV11S5
RattusNorvegicus	IGH	Variable	IGHV11S6-1	IGHV11S6
RattusNorvegicus	IGH	Variable	IGHV11S7-1	IGHV11S7
RattusNorvegicus	IGH	Variable	IGHV11S9-1	IGHV11S9
RattusNorvegicus	IGH	Variable	IGHV12S1-1	IGHV12S1
RattusNorvegicus	IGH	Variable	IGHV12S!	IGHV12S1
RattusNorvegicus	IGH	Variable	IGHV12S2-1	IGHV12S2
RattusNorvegicus	IGH	Variable	IGHV15S1-1	IGHV15S1
RattusNorvegicus	IGH	Variable	IGHV15S!	IGHV15S1
RattusNorvegicus	IGH	Variable	IGHV1S13-1	IGHV1S13
RattusNorvegicus	IGH	Variable	IGHV1S14-1	IGHV1S14
RattusNorvegicus	IGH	Variable	IGHV1S15-1	IGHV1S15
RattusNorvegicus	IGH	Variable	IGHV1S16-1	IGHV1S16
RattusNorvegicus	IGH	Variable	IGHV1S17-1	IGHV1S17
RattusNorvegicus	IGH	Variable	IGHV1S2-1	IGHV1S2
RattusNorvegicus	IGH	Variable	IGHV1S20-1	IGHV1S20
RattusNorvegicus	IGH	Variable	IGHV1S21-1	IGHV1S21
RattusNorvegicus	IGH	Variable	IGHV1S2!	IGHV1S21
RattusNorvegicus	IGH	Variable	IGHV1S22-1	IGHV1S22
RattusNorvegicus	IGH	Variable	IGHV1S23-1	IGHV1S23
RattusNorvegicus	IGH	Variable	IGHV1S24-1	IGHV1S24
RattusNorvegicus	IGH	Variable	IGHV1S27-1	IGHV1S27
RattusNorvegicus	IGH	Variable	IGHV1S28-1	IGHV1S28
RattusNorvegicus	IGH	Variable	IGHV1S29-1	IGHV1S29
RattusNorvegicus	IGH	Variable	IGHV1S31-1	IGHV1S31
RattusNorvegicus	IGH	Variable	IGHV1S3!	IGHV1S31
RattusNorvegicus	IGH	Variable	IGHV1S32-1	IGHV1S32
RattusNorvegicus	IGH	Variable	IGHV1S34-1	IGHV1S34
RattusNorvegicus	IGH	Variable	IGHV1S36-1	IGHV1S36
RattusNorvegicus	IGH	Variable	IGHV1S38-1	IGHV1S38
RattusNorvegicus	IGH	Variable	IGHV1S39-1	IGHV1S39
RattusNorvegicus	IGH	Variable	IGHV1S40-1	IGHV1S40
RattusNorvegicus	IGH	Variable	IGHV1S41-1	IGHV1S41
RattusNorvegicus	IGH	Variable	IGHV1S4!	IGHV1S41
RattusNorvegicus	IGH	Variable	IGHV1S45-1	IGHV1S45
RattusNorvegicus	IGH	Variable	IGHV1S47-1	IGHV1S47
RattusNorvegicus	IGH	Variable	IGHV1S48-1	IGHV1S48
RattusNorvegicus	IGH	Variable	IGHV1S50-1	IGHV1S50
RattusNorvegicus	IGH	Variable	IGHV1S51-1	IGHV1S51
RattusNorvegicus	IGH	Variable	IGHV1S5!	IGHV1S51
RattusNorvegicus	IGH	Variable	IGHV1S53-1	IGHV1S53
RattusNorvegicus	IGH	Variable	IGHV1S55-1	IGHV1S55
RattusNorvegicus	IGH	Variable	IGHV1S56-1	IGHV1S56
RattusNorvegicus	IGH	Variable	IGHV1S57-1	IGHV1S57
RattusNorvegicus	IGH	Variable	IGHV1S59-1	IGHV1S59
RattusNorvegicus	IGH	Variable	IGHV1S6-1	IGHV1S6
RattusNorvegicus	IGH	Variable	IGHV1S62-1	IGHV1S62
RattusNorvegicus	IGH	Variable	IGHV1S63-1	IGHV1S63
RattusNorvegicus	IGH	Variable	IGHV1S64-1	IGHV1S64
RattusNorvegicus	IGH	Variable	IGHV1S65-1	IGHV1S65
RattusNorvegicus	IGH	Variable	IGHV1S66-1	IGHV1S66
RattusNorvegicus	IGH	Variable	IGHV1S67-1	IGHV1S67
RattusNorvegicus	IGH	Variable	IGHV1S9-1	IGHV1S9
RattusNorvegicus	IGH	Variable	IGHV2S1-1	IGHV2S1
RattusNorvegicus	IGH	Variable	IGHV2S!	IGHV2S1
RattusNorvegicus	IGH	Variable	IGHV2S10-1	IGHV2S10
RattusNorvegicus	IGH	Variable	IGHV2S12-1	IGHV2S12
RattusNorvegicus	IGH	Variable	IGHV2S13-1	IGHV2S13
RattusNorvegicus	IGH	Variable	IGHV2S14-1	IGHV2S14
RattusNorvegicus	IGH	Variable	IGHV2S18-1	IGHV2S18
RattusNorvegicus	IGH	Variable	IGHV2S20-1	IGHV2S20
RattusNorvegicus	IGH	Variable	IGHV2S22-1	IGHV2S22
RattusNorvegicus	IGH	Variable	IGHV2S24-1	IGHV2S24
RattusNorvegicus	IGH	Variable	IGHV2S27-1	IGHV2S27
RattusNorvegicus	IGH	Variable	IGHV2S29-1	IGHV2S29
RattusNorvegicus	IGH	Variable	IGHV2S30-1	IGHV2S30
RattusNorvegicus	IGH	Variable	IGHV2S31-1	IGHV2S31
RattusNorvegicus	IGH	Variable	IGHV2S3!	IGHV2S31
RattusNorvegicus	IGH	Variable	IGHV2S33-1	IGHV2S33
RattusNorvegicus	IGH	Variable	IGHV2S35-1	IGHV2S35
RattusNorvegicus	IGH	Variable	IGHV2S38-1	IGHV2S38
RattusNorvegicus	IGH	Variable	IGHV2S40-1	IGHV2S40
RattusNorvegicus	IGH	Variable	IGHV2S41-1	IGHV2S41
RattusNorvegicus	IGH	Variable	IGHV2S4!	IGHV2S41
RattusNorvegicus	IGH	Variable	IGHV2S46-1	IGHV2S46
RattusNorvegicus	IGH	Variable	IGHV2S48-1	IGHV2S48
RattusNorvegicus	IGH	Variable	IGHV2S5-1	IGHV2S5
RattusNorvegicus	IGH	Variable	IGHV2S50-1	IGHV2S50
RattusNorvegicus	IGH	Variable	IGHV2S54-1	IGHV2S54
RattusNorvegicus	IGH	Variable	IGHV2S56-1	IGHV2S56
RattusNorvegicus	IGH	Variable	IGHV2S57-1	IGHV2S57
RattusNorvegicus	IGH	Variable	IGHV2S59-1	IGHV2S59
RattusNorvegicus	IGH	Variable	IGHV2S61-1	IGHV2S61
RattusNorvegicus	IGH	Variable	IGHV2S6!	IGHV2S61
RattusNorvegicus	IGH	Variable	IGHV2S63-1	IGHV2S63
RattusNorvegicus	IGH	Variable	IGHV2S70-1	IGHV2S70
RattusNorvegicus	IGH	Variable	IGHV2S72-1	IGHV2S72
RattusNorvegicus	IGH	Variable	IGHV2S75-1	IGHV2S75
RattusNorvegicus	IGH	Variable	IGHV2S78-1	IGHV2S78
RattusNorvegicus	IGH	Variable	IGHV2S79-1	IGHV2S79
RattusNorvegicus	IGH	Variable	IGHV2S8-1	IGHV2S8
RattusNorvegicus	IGH	Variable	IGHV2S80-1	IGHV2S80
RattusNorvegicus	IGH	Variable	IGHV2S82-1	IGHV2S82
RattusNorvegicus	IGH	Variable	IGHV2S84-1	IGHV2S84
RattusNorvegicus	IGH	Variable	IGHV2S85-1	IGHV2S85
RattusNorvegicus	IGH	Variable	IGHV2S87-1	IGHV2S87
RattusNorvegicus	IGH	Variable	IGHV2S88-1	IGHV2S88
RattusNorvegicus	IGH	Variable	IGHV2S89-1	IGHV2S89
RattusNorvegicus	IGH	Variable	IGHV2S92-1	IGHV2S92
RattusNorvegicus	IGH	Variable	IGHV2S94-1	IGHV2S94
RattusNorvegicus	IGH	Variable	IGHV2S97-1	IGHV2S97
RattusNorvegicus	IGH	Variable	IGHV2S98-1	IGHV2S98
RattusNorvegicus	IGH	Variable	IGHV2S99-1	IGHV2S99
RattusNorvegicus	IGH	Variable	IGHV3S1-1	IGHV3S1
RattusNorvegicus	IGH	Variable	IGHV3S!	IGHV3S1
RattusNorvegicus	IGH	Variable	IGHV3S2-1	IGHV3S2
RattusNorvegicus	IGH	Variable	IGHV3S3-1	IGHV3S3
RattusNorvegicus	IGH	Variable	IGHV3S4-1	IGHV3S4
RattusNorvegicus	IGH	Variable	IGHV3S5-1	IGHV3S5
RattusNorvegicus	IGH	Variable	IGHV3S6-1	IGHV3S6
RattusNorvegicus	IGH	Variable	IGHV3S7-1	IGHV3S7
RattusNorvegicus	IGH	Variable	IGHV3S8-1	IGHV3S8
RattusNorvegicus	IGH	Variable	IGHV4S1-1	IGHV4S1
RattusNorvegicus	IGH	Variable	IGHV4S!	IGHV4S1
RattusNorvegicus	IGH	Variable	IGHV4S2-1	IGHV4S2
RattusNorvegicus	IGH	Variable	IGHV4S4-1	IGHV4S4
RattusNorvegicus	IGH	Variable	IGHV5S10-1	IGHV5S10
RattusNorvegicus	IGH	Variable	IGHV5S11-1	IGHV5S11
RattusNorvegicus	IGH	Variable	IGHV5S1!	IGHV5S11
RattusNorvegicus	IGH	Variable	IGHV5S13-1	IGHV5S13
RattusNorvegicus	IGH	Variable	IGHV5S14-1	IGHV5S14
RattusNorvegicus	IGH	Variable	IGHV5S15-1	IGHV5S15
RattusNorvegicus	IGH	Variable	IGHV5S16-1	IGHV5S16
RattusNorvegicus	IGH	Variable	IGHV5S23-1	IGHV5S23
RattusNorvegicus	IGH	Variable	IGHV5S26-1	IGHV5S26
RattusNorvegicus	IGH	Variable	IGHV5S27-1	IGHV5S27
RattusNorvegicus	IGH	Variable	IGHV5S28-1	IGHV5S28
RattusNorvegicus	IGH	Variable	IGHV5S29-1	IGHV5S29
RattusNorvegicus	IGH	Variable	IGHV5S30-1	IGHV5S30
RattusNorvegicus	IGH	Variable	IGHV5S32-1	IGHV5S32
RattusNorvegicus	IGH	Variable	IGHV5S36-1	IGHV5S36
RattusNorvegicus	IGH	Variable	IGHV5S43-1	IGHV5S43
RattusNorvegicus	IGH	Variable	IGHV5S45-1	IGHV5S45
RattusNorvegicus	IGH	Variable	IGHV5S46-1	IGHV5S46
RattusNorvegicus	IGH	Variable	IGHV5S47-1	IGHV5S47
RattusNorvegicus	IGH	Variable	IGHV5S49-1	IGHV5S49
RattusNorvegicus	IGH	Variable	IGHV5S50-1	IGHV5S50
RattusNorvegicus	IGH	Variable	IGHV5S54-1	IGHV5S54
RattusNorvegicus	IGH	Variable	IGHV5S55-1	IGHV5S55
RattusNorvegicus	IGH	Variable	IGHV5S57-1	IGHV5S57
RattusNorvegicus	IGH	Variable	IGHV5S58-1	IGHV5S58
RattusNorvegicus	IGH	Variable	IGHV5S64-1	IGHV5S64
RattusNorvegicus	IGH	Variable	IGHV5S65-1	IGHV5S65
RattusNorvegicus	IGH	Variable	IGHV5S66-1	IGHV5S66
RattusNorvegicus	IGH	Variable	IGHV5S7-1	IGHV5S7
RattusNorvegicus	IGH	Variable	IGHV5S72-1	IGHV5S72
RattusNorvegicus	IGH	Variable	IGHV5S73-1	IGHV5S73
RattusNorvegicus	IGH	Variable	IGHV5S74-1	IGHV5S74
RattusNorvegicus	IGH	Variable	IGHV5S8-1	IGHV5S8
RattusNorvegicus	IGH	Variable	IGHV6S10-1	IGHV6S10
RattusNorvegicus	IGH	Variable	IGHV6S11-1	IGHV6S11
RattusNorvegicus	IGH	Variable	IGHV6S1!	IGHV6S11
RattusNorvegicus	IGH	Variable	IGHV6S14-1	IGHV6S14
RattusNorvegicus	IGH	Variable	IGHV6S16-1	IGHV6S16
RattusNorvegicus	IGH	Variable	IGHV6S17-1	IGHV6S17
RattusNorvegicus	IGH	Variable	IGHV6S18-1	IGHV6S18
RattusNorvegicus	IGH	Variable	IGHV6S19-1	IGHV6S19
RattusNorvegicus	IGH	Variable	IGHV6S20-1	IGHV6S20
RattusNorvegicus	IGH	Variable	IGHV6S3-1	IGHV6S3
RattusNorvegicus	IGH	Variable	IGHV6S6-1	IGHV6S6
RattusNorvegicus	IGH	Variable	IGHV6S7-1	IGHV6S7
RattusNorvegicus	IGH	Variable	IGHV6S8-1	IGHV6S8
RattusNorvegicus	IGH	Variable	IGHV6S9-1	IGHV6S9
RattusNorvegicus	IGH	Variable	IGHV7S1-1	IGHV7S1
RattusNorvegicus	IGH	Variable	IGHV7S!	IGHV7S1
RattusNorvegicus	IGH	Variable	IGHV7S10-1	IGHV7S10
RattusNorvegicus	IGH	Variable	IGHV7S13-1	IGHV7S13
RattusNorvegicus	IGH	Variable	IGHV7S15-1	IGHV7S15
RattusNorvegicus	IGH	Variable	IGHV7S16-1	IGHV7S16
RattusNorvegicus	IGH	Variable	IGHV7S4-1	IGHV7S4
RattusNorvegicus	IGH	Variable	IGHV7S5-1	IGHV7S5
RattusNorvegicus	IGH	Variable	IGHV7S6-1	IGHV7S6
RattusNorvegicus	IGH	Variable	IGHV8S10-1	IGHV8S10
RattusNorvegicus	IGH	Variable	IGHV8S11-1	IGHV8S11
RattusNorvegicus	IGH	Variable	IGHV8S1!	IGHV8S11
RattusNorvegicus	IGH	Variable	IGHV8S12-1	IGHV8S12
RattusNorvegicus	IGH	Variable	IGHV8S13-1	IGHV8S13
RattusNorvegicus	IGH	Variable	IGHV8S15-1	IGHV8S15
RattusNorvegicus	IGH	Variable	IGHV8S16-1	IGHV8S16
RattusNorvegicus	IGH	Variable	IGHV8S18-1	IGHV8S18
RattusNorvegicus	IGH	Variable	IGHV8S2-1	IGHV8S2
RattusNorvegicus	IGH	Variable	IGHV8S6-1	IGHV8S6
RattusNorvegicus	IGH	Variable	IGHV8S7-1	IGHV8S7
RattusNorvegicus	IGH	Variable	IGHV9S3-1	IGHV9S3
RattusNorvegicus	IGH	Variable	IGHV9S4-1	IGHV9S4
RattusNorvegicus	IGH	Variable	IGHV9S6-1	IGHV9S6
RattusNorvegicus	IGH	Variable	IGHV9S7-1	IGHV9S7
RattusNorvegicus	IGH	Variable	IGHV9S8-1	IGHV9S8
RattusNorvegicus	IGK	Joining	IGKJ1-1	IGKJ1
RattusNorvegicus	IGK	Joining	IGKJ!	IGKJ1
RattusNorvegicus	IGK	Joining	IGKJ2-!	IGKJ2-1
RattusNorvegicus	IGK	Joining	IGKJ4-1	IGKJ4
RattusNorvegicus	IGK	Joining	IGKJ5-1	IGKJ5
RattusNorvegicus	IGL	Joining	IGLJ1-1	IGLJ1
RattusNorvegicus	IGL	Joining	IGLJ!	IGLJ1
RattusNorvegicus	IGL	Joining	IGLJ3-1	IGLJ3
RattusNorvegicus	IGL	Variable	IGLV1S1-1	IGLV1S1
RattusNorvegicus	IGL	Variable	IGLV1S!	IGLV1S1
RattusNorvegicus	IGL	Variable	IGLV2S1-1	IGLV2S1
RattusNorvegicus	IGL	Variable	IGLV2S!	IGLV2S1
RattusNorvegicus	IGL	Variable	IGLV3S1-1	IGLV3S1
RattusNorvegicus	IGL	Variable	IGLV3S!	IGLV3S1
RattusNorvegicus	IGL	Variable	IGLV3S2-1	IGLV3S2
RattusNorvegicus	IGL	Variable	IGLV3S3-1	IGLV3S3
RattusNorvegicus	IGL	Variable	IGLV3S4-1	IGLV3S4
RattusNorvegicus	IGL	Variable	IGLV3S5-1	IGLV3S5
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV10S11-1	IGKV10S11
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV10S1!	IGKV10S11
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV10S12-1	IGKV10S12
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV10S5-1	IGKV10S5
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV10S6-1	IGKV10S6
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV10S9-1	IGKV10S9
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S1-1	IGKV12S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S!	IGKV12S1
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S11-1	IGKV12S11
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S1!	IGKV12S11
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S12-1	IGKV12S12
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S14-1	IGKV12S14
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S16-1	IGKV12S16
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S17-1	IGKV12S17
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S20-1	IGKV12S20
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S22-1	IGKV12S22
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S24-1	IGKV12S24
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S25-1	IGKV12S25
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S26-1	IGKV12S26
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S27-1	IGKV12S27
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S28-1	IGKV12S28
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S29-1	IGKV12S29
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S30-1	IGKV12S30
RattusNorvegicus_BN/SsNHsdMCW	IGK	Variable	IGKV12S31-1	IGKV12S31
