species	gene	segment	bad	good
HomoSapiens	TRA	Variable	TRAV24-1	TRAV24
HomoSapiens	TRA	Variable	TRAV25-1	TRAV25
HomoSapiens	TRA	Variable	TRAV26-!	TRAV26-1
HomoSapiens	TRA	Variable	TRAV26-!	TRAV26-1
HomoSapiens	TRA	Variable	TRAV26-!	TRAV26-1
HomoSapiens	TRA	Variable	TRAV27-1	TRAV27
HomoSapiens	TRA	Variable	TRAV27-1	TRAV27
HomoSapiens	TRA	Variable	TRAV27-1	TRAV27
HomoSapiens	TRA	Variable	TRAV29/DV5-1	TRAV29/DV5
HomoSapiens	TRA	Variable	TRAV29	TRAV29/DV5
HomoSapiens	TRA	Variable	TRDV5	TRAV29/DV5
HomoSapiens	TRA	Variable	TRADV5	TRAV29/DV5
HomoSapiens	TRA	Variable	TRADV29	TRAV29/DV5
HomoSapiens	TRA	Variable	TRAV29_DV5	TRAV29/DV5
HomoSapiens	TRA	Variable	TRAV29/DV5-1	TRAV29/DV5
HomoSapiens	TRA	Variable	TRAV29	TRAV29/DV5
HomoSapiens	TRA	Variable	TRDV5	TRAV29/DV5
HomoSapiens	TRA	Variable	TRADV5	TRAV29/DV5
HomoSapiens	TRA	Variable	TRADV29	TRAV29/DV5
HomoSapiens	TRA	Variable	TRAV29_DV5	TRAV29/DV5
HomoSapiens	TRA	Variable	TRAV3-1	TRAV3
HomoSapiens	TRA	Variable	TRAV30-1	TRAV30
HomoSapiens	TRA	Variable	TRAV30-1	TRAV30
HomoSapiens	TRA	Variable	TRAV30-1	TRAV30
HomoSapiens	TRA	Variable	TRAV34-1	TRAV34
HomoSapiens	TRA	Variable	TRAV35-1	TRAV35
HomoSapiens	TRA	Variable	TRAV35-1	TRAV35
HomoSapiens	TRA	Variable	TRAV36/DV7-1	TRAV36/DV7
HomoSapiens	TRA	Variable	TRAV36	TRAV36/DV7
HomoSapiens	TRA	Variable	TRDV7	TRAV36/DV7
HomoSapiens	TRA	Variable	TRADV7	TRAV36/DV7
HomoSapiens	TRA	Variable	TRADV36	TRAV36/DV7
HomoSapiens	TRA	Variable	TRAV36_DV7	TRAV36/DV7
HomoSapiens	TRA	Variable	TRAV36/DV7-1	TRAV36/DV7
HomoSapiens	TRA	Variable	TRAV36	TRAV36/DV7
HomoSapiens	TRA	Variable	TRDV7	TRAV36/DV7
HomoSapiens	TRA	Variable	TRADV7	TRAV36/DV7
HomoSapiens	TRA	Variable	TRADV36	TRAV36/DV7
HomoSapiens	TRA	Variable	TRAV36_DV7	TRAV36/DV7
HomoSapiens	TRA	Variable	TRAV36/DV7-1	TRAV36/DV7
HomoSapiens	TRA	Variable	TRAV36	TRAV36/DV7
HomoSapiens	TRA	Variable	TRDV7	TRAV36/DV7
HomoSapiens	TRA	Variable	TRADV7	TRAV36/DV7
HomoSapiens	TRA	Variable	TRADV36	TRAV36/DV7
HomoSapiens	TRA	Variable	TRAV36_DV7	TRAV36/DV7
HomoSapiens	TRA	Variable	TRAV36/DV7-1	TRAV36/DV7
HomoSapiens	TRA	Variable	TRAV36	TRAV36/DV7
HomoSapiens	TRA	Variable	TRDV7	TRAV36/DV7
HomoSapiens	TRA	Variable	TRADV7	TRAV36/DV7
HomoSapiens	TRA	Variable	TRADV36	TRAV36/DV7
HomoSapiens	TRA	Variable	TRAV36_DV7	TRAV36/DV7
HomoSapiens	TRA	Variable	TRAV38-!	TRAV38-1
HomoSapiens	TRA	Variable	TRAV38-!	TRAV38-1
HomoSapiens	TRA	Variable	TRAV38-!	TRAV38-1
HomoSapiens	TRA	Variable	TRAV38-!	TRAV38-1
HomoSapiens	TRA	Variable	TRAV38-2	TRAV38-2/DV8
HomoSapiens	TRA	Variable	TRDV8	TRAV38-2/DV8
HomoSapiens	TRA	Variable	TRADV8	TRAV38-2/DV8
HomoSapiens	TRA	Variable	TRADV38-2	TRAV38-2/DV8
HomoSapiens	TRA	Variable	TRAV38-2_DV8	TRAV38-2/DV8
HomoSapiens	TRA	Variable	TRAV39-1	TRAV39
HomoSapiens	TRA	Variable	TRAV4-1	TRAV4
HomoSapiens	TRA	Variable	TRAV40-1	TRAV40
HomoSapiens	TRA	Variable	TRAV41-1	TRAV41
HomoSapiens	TRA	Variable	TRAV4!	TRAV41
HomoSapiens	TRA	Variable	TRAV5-1	TRAV5
HomoSapiens	TRA	Variable	TRAV6-1	TRAV6
HomoSapiens	TRA	Variable	TRAV6-1	TRAV6
HomoSapiens	TRA	Variable	TRAV6-1	TRAV6
HomoSapiens	TRA	Variable	TRAV6-1	TRAV6
HomoSapiens	TRA	Variable	TRAV6-1	TRAV6
HomoSapiens	TRA	Variable	TRAV7-1	TRAV7
HomoSapiens	TRA	Variable	TRAV8-!	TRAV8-1
HomoSapiens	TRA	Variable	TRAV9-!	TRAV9-1
HomoSapiens	TRB	Diversity	TRBD1-1	TRBD1
HomoSapiens	TRB	Diversity	TRBD!	TRBD1
HomoSapiens	TRB	Diversity	TRBD2-1	TRBD2
HomoSapiens	TRB	Diversity	TRBD2-1	TRBD2
HomoSapiens	TRB	Joining	TRBJ1-!	TRBJ1-1
HomoSapiens	TRB	Joining	TRBJ2-!	TRBJ2-1
HomoSapiens	TRB	Variable	TRBV1-1	TRBV1
HomoSapiens	TRB	Variable	TRBV!	TRBV1
HomoSapiens	TRB	Variable	TRBV10-!	TRBV10-1
HomoSapiens	TRB	Variable	TRBV10-!	TRBV10-1
HomoSapiens	TRB	Variable	TRBV11-!	TRBV11-1
HomoSapiens	TRB	Variable	TRBV12-!	TRBV12-1
HomoSapiens	TRB	Variable	TRBV13-1	TRBV13
HomoSapiens	TRB	Variable	TRBV13-1	TRBV13
HomoSapiens	TRB	Variable	TRBV14-1	TRBV14
HomoSapiens	TRB	Variable	TRBV14-1	TRBV14
HomoSapiens	TRB	Variable	TRBV15-1	TRBV15
HomoSapiens	TRB	Variable	TRBV15-1	TRBV15
HomoSapiens	TRB	Variable	TRBV15-1	TRBV15
HomoSapiens	TRB	Variable	TRBV16-1	TRBV16
HomoSapiens	TRB	Variable	TRBV16-1	TRBV16
HomoSapiens	TRB	Variable	TRBV16-1	TRBV16
HomoSapiens	TRB	Variable	TRBV18-1	TRBV18
HomoSapiens	TRB	Variable	TRBV19-1	TRBV19
HomoSapiens	TRB	Variable	TRBV19-1	TRBV19
HomoSapiens	TRB	Variable	TRBV19-1	TRBV19
HomoSapiens	TRB	Variable	TRBV2-1	TRBV2
HomoSapiens	TRB	Variable	TRBV2-1	TRBV2
HomoSapiens	TRB	Variable	TRBV2-1	TRBV2
HomoSapiens	TRB	Variable	TRBV20-!	TRBV20-1
HomoSapiens	TRB	Variable	TRBV20-!	TRBV20-1
HomoSapiens	TRB	Variable	TRBV20-!	TRBV20-1
HomoSapiens	TRB	Variable	TRBV20-!	TRBV20-1
HomoSapiens	TRB	Variable	TRBV20-!	TRBV20-1
HomoSapiens	TRB	Variable	TRBV20-!	TRBV20-1
HomoSapiens	TRB	Variable	TRBV20-!	TRBV20-1
HomoSapiens	TRB	Variable	TRBV20	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TROR9-2	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TRBOR9-2	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TRBOR20	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TRBV20_OR9-2	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TRBV20	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TROR9-2	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TRBOR9-2	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TRBOR20	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TRBV20_OR9-2	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TRBV20	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TROR9-2	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TRBOR9-2	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TRBOR20	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TRBV20_OR9-2	TRBV20/OR9-2
HomoSapiens	TRB	Variable	TRBV21-!	TRBV21-1
HomoSapiens	TRB	Variable	TRBV21	TRBV21/OR9-2
HomoSapiens	TRB	Variable	TROR9-2	TRBV21/OR9-2
HomoSapiens	TRB	Variable	TRBOR9-2	TRBV21/OR9-2
HomoSapiens	TRB	Variable	TRBOR21	TRBV21/OR9-2
HomoSapiens	TRB	Variable	TRBV21_OR9-2	TRBV21/OR9-2
HomoSapiens	TRB	Variable	TRBV23-!	TRBV23-1
HomoSapiens	TRB	Variable	TRBV23	TRBV23/OR9-2
HomoSapiens	TRB	Variable	TROR9-2	TRBV23/OR9-2
HomoSapiens	TRB	Variable	TRBOR9-2	TRBV23/OR9-2
HomoSapiens	TRB	Variable	TRBOR23	TRBV23/OR9-2
HomoSapiens	TRB	Variable	TRBV23_OR9-2	TRBV23/OR9-2
HomoSapiens	TRB	Variable	TRBV24-!	TRBV24-1
HomoSapiens	TRB	Variable	TRBV24	TRBV24/OR9-2
HomoSapiens	TRB	Variable	TROR9-2	TRBV24/OR9-2
HomoSapiens	TRB	Variable	TRBOR9-2	TRBV24/OR9-2
HomoSapiens	TRB	Variable	TRBOR24	TRBV24/OR9-2
HomoSapiens	TRB	Variable	TRBV24_OR9-2	TRBV24/OR9-2
HomoSapiens	TRB	Variable	TRBV25-!	TRBV25-1
HomoSapiens	TRB	Variable	TRBV26	TRBV26/OR9-2
HomoSapiens	TRB	Variable	TROR9-2	TRBV26/OR9-2
HomoSapiens	TRB	Variable	TRBOR9-2	TRBV26/OR9-2
HomoSapiens	TRB	Variable	TRBOR26	TRBV26/OR9-2
HomoSapiens	TRB	Variable	TRBV26_OR9-2	TRBV26/OR9-2
HomoSapiens	TRB	Variable	TRBV26	TRBV26/OR9-2
HomoSapiens	TRB	Variable	TROR9-2	TRBV26/OR9-2
HomoSapiens	TRB	Variable	TRBOR9-2	TRBV26/OR9-2
HomoSapiens	TRB	Variable	TRBOR26	TRBV26/OR9-2
HomoSapiens	TRB	Variable	TRBV26_OR9-2	TRBV26/OR9-2
HomoSapiens	TRB	Variable	TRBV27-1	TRBV27
HomoSapiens	TRB	Variable	TRBV28-1	TRBV28
HomoSapiens	TRB	Variable	TRBV29-!	TRBV29-1
HomoSapiens	TRB	Variable	TRBV29-!	TRBV29-1
HomoSapiens	TRB	Variable	TRBV29-!	TRBV29-1
HomoSapiens	TRB	Variable	TRBV29	TRBV29/OR9-2
HomoSapiens	TRB	Variable	TROR9-2	TRBV29/OR9-2
HomoSapiens	TRB	Variable	TRBOR9-2	TRBV29/OR9-2
HomoSapiens	TRB	Variable	TRBOR29	TRBV29/OR9-2
HomoSapiens	TRB	Variable	TRBV29_OR9-2	TRBV29/OR9-2
HomoSapiens	TRB	Variable	TRBV29	TRBV29/OR9-2
HomoSapiens	TRB	Variable	TROR9-2	TRBV29/OR9-2
HomoSapiens	TRB	Variable	TRBOR9-2	TRBV29/OR9-2
HomoSapiens	TRB	Variable	TRBOR29	TRBV29/OR9-2
HomoSapiens	TRB	Variable	TRBV29_OR9-2	TRBV29/OR9-2
HomoSapiens	TRB	Variable	TRBV3-!	TRBV3-1
HomoSapiens	TRB	Variable	TRBV3-!	TRBV3-1
HomoSapiens	TRB	Variable	TRBV30-1	TRBV30
HomoSapiens	TRB	Variable	TRBV30-1	TRBV30
HomoSapiens	TRB	Variable	TRBV30-1	TRBV30
HomoSapiens	TRB	Variable	TRBV30-1	TRBV30
HomoSapiens	TRB	Variable	TRBV4-!	TRBV4-1
HomoSapiens	TRB	Variable	TRBV4-!	TRBV4-1
HomoSapiens	TRB	Variable	TRBV5-!	TRBV5-1
HomoSapiens	TRB	Variable	TRBV5-!	TRBV5-1
HomoSapiens	TRB	Variable	TRBV6-!	TRBV6-1
HomoSapiens	TRB	Variable	TRBV7-!	TRBV7-1
HomoSapiens	TRB	Variable	TRBV9-1	TRBV9
HomoSapiens	TRB	Variable	TRBV9-1	TRBV9
HomoSapiens	TRB	Variable	TRBV9-1	TRBV9
HomoSapiens	TRD	Diversity	TRDD1-1	TRDD1
HomoSapiens	TRD	Diversity	TRDD!	TRDD1
HomoSapiens	TRD	Diversity	TRDD2-1	TRDD2
HomoSapiens	TRD	Diversity	TRDD3-1	TRDD3
HomoSapiens	TRD	Joining	TRDJ1-1	TRDJ1
HomoSapiens	TRD	Joining	TRDJ!	TRDJ1
HomoSapiens	TRD	Joining	TRDJ2-1	TRDJ2
HomoSapiens	TRD	Joining	TRDJ3-1	TRDJ3
HomoSapiens	TRD	Joining	TRDJ4-1	TRDJ4
HomoSapiens	TRD	Variable	TRDV1-1	TRDV1
HomoSapiens	TRD	Variable	TRDV!	TRDV1
HomoSapiens	TRD	Variable	TRDV2-1	TRDV2
HomoSapiens	TRD	Variable	TRDV2-1	TRDV2
HomoSapiens	TRD	Variable	TRDV2-1	TRDV2
HomoSapiens	TRD	Variable	TRDV3-1	TRDV3
HomoSapiens	TRD	Variable	TRDV3-1	TRDV3
HomoSapiens	TRG	Joining	TRGJ1-1	TRGJ1
HomoSapiens	TRG	Joining	TRGJ!	TRGJ1
HomoSapiens	TRG	Joining	TRGJ1-1	TRGJ1
HomoSapiens	TRG	Joining	TRGJ!	TRGJ1
HomoSapiens	TRG	Joining	TRGJ2-1	TRGJ2
HomoSapiens	TRG	Joining	TRGJP-1	TRGJP
HomoSapiens	TRG	Joining	TRGJP1-1	TRGJP1
HomoSapiens	TRG	Joining	TRGJP!	TRGJP1
HomoSapiens	TRG	Joining	TRGJP2-1	TRGJP2
HomoSapiens	TRG	Variable	TRGV1-1	TRGV1
HomoSapiens	TRG	Variable	TRGV!	TRGV1
HomoSapiens	TRG	Variable	TRGV10-1	TRGV10
HomoSapiens	TRG	Variable	TRGV10-1	TRGV10
HomoSapiens	TRG	Variable	TRGV11-1	TRGV11
HomoSapiens	TRG	Variable	TRGV1!	TRGV11
HomoSapiens	TRG	Variable	TRGV11-1	TRGV11
HomoSapiens	TRG	Variable	TRGV1!	TRGV11
HomoSapiens	TRG	Variable	TRGV2-1	TRGV2
HomoSapiens	TRG	Variable	TRGV2-1	TRGV2
HomoSapiens	TRG	Variable	TRGV3-1	TRGV3
HomoSapiens	TRG	Variable	TRGV3-1	TRGV3
HomoSapiens	TRG	Variable	TRGV4-1	TRGV4
HomoSapiens	TRG	Variable	TRGV4-1	TRGV4
HomoSapiens	TRG	Variable	TRGV5-1	TRGV5
HomoSapiens	TRG	Variable	TRGV5P-1	TRGV5P
HomoSapiens	TRG	Variable	TRGV5P-1	TRGV5P
HomoSapiens	TRG	Variable	TRGV8-1	TRGV8
HomoSapiens	TRG	Variable	TRGV9-1	TRGV9
HomoSapiens	TRG	Variable	TRGV9-1	TRGV9
HomoSapiens	TRG	Variable	TRGVA-1	TRGVA
HomoSapiens	VPR	Variable	VPREB1-1	VPREB1
HomoSapiens	VPR	Variable	VPREB!	VPREB1
MacacaMulatta	IGH	Diversity	IGHD1-!	IGHD1-1
MacacaMulatta	IGH	Diversity	IGHD2-!	IGHD2-1
MacacaMulatta	IGH	Diversity	IGHD3-!	IGHD3-1
MacacaMulatta	IGH	Diversity	IGHD4-!	IGHD4-1
MacacaMulatta	IGH	Diversity	IGHD5-!	IGHD5-1
MacacaMulatta	IGH	Diversity	IGHD6-!	IGHD6-1
MacacaMulatta	IGH	Diversity	IGHD7-!	IGHD7-1
MacacaMulatta	IGH	Joining	IGHJ1-1	IGHJ1
MacacaMulatta	IGH	Joining	IGHJ!	IGHJ1
MacacaMulatta	IGH	Joining	IGHJ2-1	IGHJ2
MacacaMulatta	IGH	Joining	IGHJ3-1	IGHJ3
MacacaMulatta	IGH	Joining	IGHJ4-1	IGHJ4
MacacaMulatta	IGH	Joining	IGHJ5-!	IGHJ5-1
MacacaMulatta	IGH	Joining	IGHJ6-1	IGHJ6
MacacaMulatta	IGH	Variable	IGHV1-!	IGHV1-1
MacacaMulatta	IGH	Variable	IGHV2-!	IGHV2-1
MacacaMulatta	IGH	Variable	IGHV3-1!	IGHV3-11
MacacaMulatta	IGH	Variable	IGHV3-2!	IGHV3-21
MacacaMulatta	IGH	Variable	IGHV5-!	IGHV5-1
MacacaMulatta	IGH	Variable	IGHV6-!	IGHV6-1
MacacaMulatta	IGH	Variable	IGHV7-!	IGHV7-1
MacacaMulatta	IGK	Joining	IGKJ1-1	IGKJ1
MacacaMulatta	IGK	Joining	IGKJ!	IGKJ1
MacacaMulatta	IGK	Joining	IGKJ2-1	IGKJ2
MacacaMulatta	IGK	Joining	IGKJ3-1	IGKJ3
MacacaMulatta	IGK	Joining	IGKJ4-1	IGKJ4
MacacaMulatta	IGK	Joining	IGKJ5-1	IGKJ5
MacacaMulatta	IGK	Variable	IGKV1-1!	IGKV1-11
MacacaMulatta	IGK	Variable	IGKV1-2!	IGKV1-21
MacacaMulatta	IGK	Variable	IGKV1S1-1	IGKV1S1
MacacaMulatta	IGK	Variable	IGKV1S!	IGKV1S1
MacacaMulatta	IGK	Variable	IGKV1S10-1	IGKV1S10
MacacaMulatta	IGK	Variable	IGKV1S11-1	IGKV1S11
MacacaMulatta	IGK	Variable	IGKV1S1!	IGKV1S11
MacacaMulatta	IGK	Variable	IGKV1S12-1	IGKV1S12
MacacaMulatta	IGK	Variable	IGKV1S13-1	IGKV1S13
MacacaMulatta	IGK	Variable	IGKV1S14-1	IGKV1S14
MacacaMulatta	IGK	Variable	IGKV1S15-1	IGKV1S15
MacacaMulatta	IGK	Variable	IGKV1S16-1	IGKV1S16
MacacaMulatta	IGK	Variable	IGKV1S17-1	IGKV1S17
MacacaMulatta	IGK	Variable	IGKV1S19-1	IGKV1S19
MacacaMulatta	IGK	Variable	IGKV1S2-1	IGKV1S2
MacacaMulatta	IGK	Variable	IGKV1S20-1	IGKV1S20
MacacaMulatta	IGK	Variable	IGKV1S21-1	IGKV1S21
MacacaMulatta	IGK	Variable	IGKV1S2!	IGKV1S21
MacacaMulatta	IGK	Variable	IGKV1S22-1	IGKV1S22
MacacaMulatta	IGK	Variable	IGKV1S23-1	IGKV1S23
MacacaMulatta	IGK	Variable	IGKV1S24-1	IGKV1S24
MacacaMulatta	IGK	Variable	IGKV1S25-1	IGKV1S25
MacacaMulatta	IGK	Variable	IGKV1S26-1	IGKV1S26
MacacaMulatta	IGK	Variable	IGKV1S27-1	IGKV1S27
MacacaMulatta	IGK	Variable	IGKV1S28-1	IGKV1S28
MacacaMulatta	IGK	Variable	IGKV1S3-1	IGKV1S3
MacacaMulatta	IGK	Variable	IGKV1S4-1	IGKV1S4
MacacaMulatta	IGK	Variable	IGKV1S5-1	IGKV1S5
MacacaMulatta	IGK	Variable	IGKV1S6-1	IGKV1S6
MacacaMulatta	IGK	Variable	IGKV1S7-1	IGKV1S7
MacacaMulatta	IGK	Variable	IGKV1S8-1	IGKV1S8
MacacaMulatta	IGK	Variable	IGKV1S9-1	IGKV1S9
MacacaMulatta	IGK	Variable	IGKV2-!	IGKV2-1
MacacaMulatta	IGK	Variable	IGKV2-1!	IGKV2-11
MacacaMulatta	IGK	Variable	IGKV2S1-1	IGKV2S1
MacacaMulatta	IGK	Variable	IGKV2S!	IGKV2S1
MacacaMulatta	IGK	Variable	IGKV2S10-1	IGKV2S10
MacacaMulatta	IGK	Variable	IGKV2S11-1	IGKV2S11
MacacaMulatta	IGK	Variable	IGKV2S1!	IGKV2S11
MacacaMulatta	IGK	Variable	IGKV2S12-1	IGKV2S12
MacacaMulatta	IGK	Variable	IGKV2S13-1	IGKV2S13
MacacaMulatta	IGK	Variable	IGKV2S14-1	IGKV2S14
MacacaMulatta	IGK	Variable	IGKV2S15-1	IGKV2S15
MacacaMulatta	IGK	Variable	IGKV2S16-1	IGKV2S16
MacacaMulatta	IGK	Variable	IGKV2S17-1	IGKV2S17
MacacaMulatta	IGK	Variable	IGKV2S18-1	IGKV2S18
MacacaMulatta	IGK	Variable	IGKV2S19-1	IGKV2S19
MacacaMulatta	IGK	Variable	IGKV2S2-1	IGKV2S2
MacacaMulatta	IGK	Variable	IGKV2S20-1	IGKV2S20
MacacaMulatta	IGK	Variable	IGKV2S3-1	IGKV2S3
MacacaMulatta	IGK	Variable	IGKV2S4-1	IGKV2S4
MacacaMulatta	IGK	Variable	IGKV2S5-1	IGKV2S5
MacacaMulatta	IGK	Variable	IGKV2S7-1	IGKV2S7
MacacaMulatta	IGK	Variable	IGKV2S8-1	IGKV2S8
MacacaMulatta	IGK	Variable	IGKV2S9-1	IGKV2S9
MacacaMulatta	IGK	Variable	IGKV3-!	IGKV3-1
MacacaMulatta	IGK	Variable	IGKV3S1-1	IGKV3S1
MacacaMulatta	IGK	Variable	IGKV3S!	IGKV3S1
MacacaMulatta	IGK	Variable	IGKV3S10-1	IGKV3S10
MacacaMulatta	IGK	Variable	IGKV3S11-1	IGKV3S11
MacacaMulatta	IGK	Variable	IGKV3S1!	IGKV3S11
MacacaMulatta	IGK	Variable	IGKV3S2-1	IGKV3S2
MacacaMulatta	IGK	Variable	IGKV3S3-1	IGKV3S3
MacacaMulatta	IGK	Variable	IGKV3S4-1	IGKV3S4
MacacaMulatta	IGK	Variable	IGKV3S5-1	IGKV3S5
MacacaMulatta	IGK	Variable	IGKV3S6-1	IGKV3S6
MacacaMulatta	IGK	Variable	IGKV3S7-1	IGKV3S7
MacacaMulatta	IGK	Variable	IGKV3S8-1	IGKV3S8
MacacaMulatta	IGK	Variable	IGKV3S9-1	IGKV3S9
MacacaMulatta	IGK	Variable	IGKV4-!	IGKV4-1
MacacaMulatta	IGK	Variable	IGKV5-!	IGKV5-1
MacacaMulatta	IGK	Variable	IGKV6-!	IGKV6-1
MacacaMulatta	IGK	Variable	IGKV7-!	IGKV7-1
MacacaMulatta	TRB	Diversity	TRBD1-1	TRBD1
MacacaMulatta	TRB	Diversity	TRBD!	TRBD1
MacacaMulatta	TRB	Diversity	TRBD2-1	TRBD2
MacacaMulatta	TRB	Joining	TRBJ1-!	TRBJ1-1
MacacaMulatta	TRB	Joining	TRBJ2-!	TRBJ2-1
MacacaMulatta	TRB	Joining	TRBJ2-!	TRBJ2-1
MacacaMulatta	TRB	Variable	TRBV1-!	TRBV1-1
MacacaMulatta	TRB	Variable	TRBV10-!	TRBV10-1
MacacaMulatta	TRB	Variable	TRBV11-!	TRBV11-1
MacacaMulatta	TRB	Variable	TRBV12-!	TRBV12-1
MacacaMulatta	TRB	Variable	TRBV13-1	TRBV13
MacacaMulatta	TRB	Variable	TRBV14-1	TRBV14
MacacaMulatta	TRB	Variable	TRBV15-1	TRBV15
MacacaMulatta	TRB	Variable	TRBV16-1	TRBV16
MacacaMulatta	TRB	Variable	TRBV18-1	TRBV18
MacacaMulatta	TRB	Variable	TRBV19-1	TRBV19
MacacaMulatta	TRB	Variable	TRBV2-!	TRBV2-1
MacacaMulatta	TRB	Variable	TRBV20-!	TRBV20-1
MacacaMulatta	TRB	Variable	TRBV21-!	TRBV21-1
MacacaMulatta	TRB	Variable	TRBV22-!	TRBV22-1
MacacaMulatta	TRB	Variable	TRBV23-!	TRBV23-1
MacacaMulatta	TRB	Variable	TRBV24-!	TRBV24-1
MacacaMulatta	TRB	Variable	TRBV25-!	TRBV25-1
MacacaMulatta	TRB	Variable	TRBV27-1	TRBV27
MacacaMulatta	TRB	Variable	TRBV28-1	TRBV28
MacacaMulatta	TRB	Variable	TRBV29-!	TRBV29-1
MacacaMulatta	TRB	Variable	TRBV3-!	TRBV3-1
MacacaMulatta	TRB	Variable	TRBV30-1	TRBV30
MacacaMulatta	TRB	Variable	TRBV4-!	TRBV4-1
MacacaMulatta	TRB	Variable	TRBV5-!	TRBV5-1
MacacaMulatta	TRB	Variable	TRBV6-!	TRBV6-1
MacacaMulatta	TRB	Variable	TRBV9-1	TRBV9
MusMusculus	IGH	Diversity	IGHD1-!	IGHD1-1
MusMusculus	IGH	Diversity	IGHD1-!	IGHD1-1
MusMusculus	IGH	Diversity	IGHD2-!	IGHD2-1
MusMusculus	IGH	Diversity	IGHD2-1!	IGHD2-11
MusMusculus	IGH	Diversity	IGHD2-1!	IGHD2-11
MusMusculus	IGH	Diversity	IGHD3-!	IGHD3-1
MusMusculus	IGH	Diversity	IGHD4-!	IGHD4-1
MusMusculus	IGH	Diversity	IGHD4-!	IGHD4-1
MusMusculus	IGH	Diversity	IGHD5-!	IGHD5-1
MusMusculus	IGH	Diversity	IGHD6-!	IGHD6-1
MusMusculus	IGH	Diversity	IGHD6-!	IGHD6-1
MusMusculus	IGH	Joining	IGHJ1-1	IGHJ1
MusMusculus	IGH	Joining	IGHJ!	IGHJ1
MusMusculus	IGH	Joining	IGHJ1-1	IGHJ1
MusMusculus	IGH	Joining	IGHJ!	IGHJ1
MusMusculus	IGH	Joining	IGHJ1-1	IGHJ1
MusMusculus	IGH	Joining	IGHJ!	IGHJ1
MusMusculus	IGH	Joining	IGHJ2-1	IGHJ2
MusMusculus	IGH	Joining	IGHJ2-1	IGHJ2
MusMusculus	IGH	Joining	IGHJ2-1	IGHJ2
MusMusculus	IGH	Joining	IGHJ3-1	IGHJ3
MusMusculus	IGH	Joining	IGHJ3-1	IGHJ3
MusMusculus	IGH	Joining	IGHJ4-1	IGHJ4
MusMusculus	IGH	Variable	IGHV1-7!	IGHV1-71
MusMusculus	IGH	Variable	IGHV10S3-1	IGHV10S3
MusMusculus	IGH	Variable	IGHV10S4-1	IGHV10S4
MusMusculus	IGH	Variable	IGHV11-!	IGHV11-1
MusMusculus	IGH	Variable	IGHV14S4-1	IGHV14S4
MusMusculus	IGH	Variable	IGHV1S10-1	IGHV1S10
MusMusculus	IGH	Variable	IGHV1S10-1	IGHV1S10
MusMusculus	IGH	Variable	IGHV1S11-1	IGHV1S11
MusMusculus	IGH	Variable	IGHV1S1!	IGHV1S11
MusMusculus	IGH	Variable	IGHV1S12-1	IGHV1S12
MusMusculus	IGH	Variable	IGHV1S126-1	IGHV1S126
MusMusculus	IGH	Variable	IGHV1S127-1	IGHV1S127
MusMusculus	IGH	Variable	IGHV1S130-1	IGHV1S130
MusMusculus	IGH	Variable	IGHV1S132-1	IGHV1S132
MusMusculus	IGH	Variable	IGHV1S134-1	IGHV1S134
MusMusculus	IGH	Variable	IGHV1S135-1	IGHV1S135
MusMusculus	IGH	Variable	IGHV1S136-1	IGHV1S136
MusMusculus	IGH	Variable	IGHV1S137-1	IGHV1S137
MusMusculus	IGH	Variable	IGHV1S14-1	IGHV1S14
MusMusculus	IGH	Variable	IGHV1S15-1	IGHV1S15
MusMusculus	IGH	Variable	IGHV1S16-1	IGHV1S16
MusMusculus	IGH	Variable	IGHV1S17-1	IGHV1S17
MusMusculus	IGH	Variable	IGHV1S18-1	IGHV1S18
MusMusculus	IGH	Variable	IGHV1S19-1	IGHV1S19
MusMusculus	IGH	Variable	IGHV1S20-1	IGHV1S20
MusMusculus	IGH	Variable	IGHV1S20-1	IGHV1S20
MusMusculus	IGH	Variable	IGHV1S22-1	IGHV1S22
MusMusculus	IGH	Variable	IGHV1S26-1	IGHV1S26
MusMusculus	IGH	Variable	IGHV1S28-1	IGHV1S28
MusMusculus	IGH	Variable	IGHV1S29-1	IGHV1S29
MusMusculus	IGH	Variable	IGHV1S30-1	IGHV1S30
MusMusculus	IGH	Variable	IGHV1S30-1	IGHV1S30
MusMusculus	IGH	Variable	IGHV1S34-1	IGHV1S34
MusMusculus	IGH	Variable	IGHV1S35-1	IGHV1S35
MusMusculus	IGH	Variable	IGHV1S36-1	IGHV1S36
MusMusculus	IGH	Variable	IGHV1S36-1	IGHV1S36
MusMusculus	IGH	Variable	IGHV1S40-1	IGHV1S40
MusMusculus	IGH	Variable	IGHV1S41-1	IGHV1S41
